freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.882e+02,9.847e+01,1.866e+01,5.054e+02
1.5,3.232e+02,3.928e+02,9.500e+01,8.110e+02
3.1,1.973e+02,4.694e+02,1.156e+02,7.823e+02
4.6,5.545e+02,4.642e+02,9.930e+01,1.118e+03
6.2,1.392e+03,4.423e+02,9.348e+01,1.928e+03
7.7,1.434e+03,4.285e+02,9.807e+01,1.961e+03
9.3,1.864e+03,5.316e+02,1.022e+02,2.498e+03
10.8,2.646e+03,4.810e+02,9.778e+01,3.225e+03
12.3,3.587e+03,4.600e+02,9.652e+01,4.144e+03
13.9,4.648e+03,4.589e+02,1.170e+02,5.224e+03
15.4,5.901e+03,4.863e+02,1.274e+02,6.515e+03
17.0,7.370e+03,4.244e+02,9.117e+01,7.886e+03
18.5,8.842e+03,4.992e+02,9.416e+01,9.435e+03
20.1,9.826e+03,4.890e+02,1.117e+02,1.043e+04
21.6,1.093e+04,4.696e+02,1.157e+02,1.151e+04
23.2,1.294e+04,4.857e+02,1.074e+02,1.354e+04
24.7,1.568e+04,5.283e+02,1.110e+02,1.632e+04
26.2,1.894e+04,4.934e+02,1.059e+02,1.954e+04
27.8,2.259e+04,5.257e+02,1.075e+02,2.322e+04
29.3,2.559e+04,6.150e+02,1.258e+02,2.634e+04
30.9,2.804e+04,6.044e+02,1.227e+02,2.877e+04
32.4,3.081e+04,6.618e+02,1.280e+02,3.160e+04
34.0,3.452e+04,6.580e+02,1.337e+02,3.531e+04
35.5,3.836e+04,6.727e+02,1.348e+02,3.917e+04
37.0,4.241e+04,6.727e+02,1.200e+02,4.320e+04
38.6,4.700e+04,7.835e+02,1.069e+02,4.789e+04
40.1,5.177e+04,8.779e+02,1.176e+02,5.277e+04
41.7,5.831e+04,1.024e+03,1.361e+02,5.947e+04
43.2,6.456e+04,1.410e+03,1.203e+02,6.609e+04
44.8,7.095e+04,2.599e+03,1.351e+02,7.368e+04
46.3,7.939e+04,5.947e+03,2.585e+02,8.560e+04
47.9,8.744e+04,1.151e+04,5.984e+02,9.955e+04
49.4,9.307e+04,1.333e+04,8.811e+02,1.073e+05
50.9,1.024e+05,1.115e+04,8.815e+02,1.144e+05
52.5,1.176e+05,8.719e+03,7.868e+02,1.271e+05
54.0,1.355e+05,6.792e+03,7.295e+02,1.430e+05
55.6,1.537e+05,5.343e+03,7.106e+02,1.598e+05
57.1,1.680e+05,4.304e+03,6.653e+02,1.729e+05
58.7,1.879e+05,4.149e+03,6.811e+02,1.927e+05
60.2,2.206e+05,4.505e+03,7.427e+02,2.259e+05
61.7,2.594e+05,4.833e+03,8.086e+02,2.650e+05
63.3,3.006e+05,5.172e+03,8.602e+02,3.067e+05
64.8,3.483e+05,5.621e+03,1.031e+03,3.549e+05
66.4,4.155e+05,6.258e+03,1.362e+03,4.231e+05
67.9,4.885e+05,7.667e+03,1.423e+03,4.976e+05
69.5,6.110e+05,1.019e+04,1.751e+03,6.230e+05
71.0,7.348e+05,1.368e+04,2.429e+03,7.509e+05
72.5,8.216e+05,1.762e+04,3.235e+03,8.425e+05
74.1,8.947e+05,2.340e+04,5.151e+03,9.233e+05
75.6,9.670e+05,3.019e+04,8.779e+03,1.006e+06
77.2,1.008e+06,3.777e+04,1.035e+04,1.056e+06
78.7,1.040e+06,4.733e+04,1.115e+04,1.099e+06
80.3,1.054e+06,5.229e+04,1.213e+04,1.118e+06
81.8,9.580e+05,5.281e+04,1.086e+04,1.022e+06
83.4,8.411e+05,5.148e+04,9.285e+03,9.019e+05
84.9,7.950e+05,4.660e+04,1.011e+04,8.517e+05
86.4,7.459e+05,4.124e+04,1.016e+04,7.973e+05
88.0,6.891e+05,3.685e+04,8.928e+03,7.348e+05
89.5,6.569e+05,3.452e+04,7.813e+03,6.992e+05
91.1,6.598e+05,3.115e+04,7.809e+03,6.987e+05
92.6,6.798e+05,3.114e+04,7.672e+03,7.186e+05
94.2,7.054e+05,3.072e+04,7.902e+03,7.440e+05
95.7,7.264e+05,2.869e+04,8.512e+03,7.636e+05
97.2,7.268e+05,2.513e+04,8.989e+03,7.609e+05
98.8,7.011e+05,2.061e+04,9.348e+03,7.311e+05
100.3,6.467e+05,1.561e+04,9.680e+03,6.720e+05
101.9,5.773e+05,1.034e+04,9.773e+03,5.974e+05
