freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.921e+01,1.711e+02,2.949e+02,5.051e+02
1.5,8.399e+01,2.327e+02,2.549e+02,5.716e+02
3.1,7.096e+01,1.407e+02,1.209e+02,3.326e+02
4.6,8.380e+01,1.540e+02,5.202e+02,7.580e+02
6.2,1.095e+02,1.932e+02,1.562e+03,1.865e+03
7.7,9.141e+01,1.800e+02,1.573e+03,1.844e+03
9.3,7.432e+01,1.459e+02,1.454e+03,1.674e+03
10.8,7.111e+01,1.409e+02,2.056e+03,2.268e+03
12.3,6.624e+01,1.462e+02,2.926e+03,3.139e+03
13.9,7.398e+01,1.821e+02,3.926e+03,4.182e+03
15.4,8.108e+01,1.912e+02,4.999e+03,5.272e+03
17.0,7.817e+01,1.769e+02,6.088e+03,6.343e+03
18.5,8.786e+01,1.802e+02,7.288e+03,7.556e+03
20.1,9.619e+01,2.235e+02,8.666e+03,8.986e+03
21.6,1.028e+02,2.762e+02,1.036e+04,1.073e+04
23.1,1.014e+02,3.573e+02,1.247e+04,1.293e+04
24.7,8.469e+01,4.303e+02,1.519e+04,1.570e+04
26.2,8.491e+01,5.589e+02,1.847e+04,1.911e+04
27.8,9.453e+01,7.940e+02,2.142e+04,2.231e+04
29.3,9.772e+01,1.069e+03,2.416e+04,2.533e+04
30.9,1.201e+02,1.338e+03,2.677e+04,2.823e+04
32.4,1.543e+02,1.572e+03,2.862e+04,3.035e+04
34.0,2.019e+02,2.041e+03,3.108e+04,3.333e+04
35.5,2.292e+02,2.830e+03,3.499e+04,3.804e+04
37.0,2.354e+02,4.272e+03,3.975e+04,4.426e+04
38.6,2.515e+02,6.758e+03,4.483e+04,5.184e+04
40.1,2.972e+02,1.179e+04,5.181e+04,6.390e+04
41.7,3.615e+02,2.545e+04,6.278e+04,8.858e+04
43.2,4.530e+02,6.097e+04,7.038e+04,1.318e+05
44.8,5.544e+02,9.601e+04,6.202e+04,1.586e+05
46.3,6.325e+02,1.038e+05,5.325e+04,1.577e+05
47.8,7.050e+02,9.805e+04,5.037e+04,1.491e+05
49.4,7.603e+02,8.740e+04,4.909e+04,1.372e+05
50.9,8.780e+02,7.640e+04,5.098e+04,1.283e+05
52.5,1.015e+03,6.839e+04,5.692e+04,1.263e+05
54.0,1.220e+03,6.158e+04,6.504e+04,1.278e+05
55.6,1.526e+03,5.496e+04,7.445e+04,1.309e+05
57.1,1.823e+03,4.932e+04,8.527e+04,1.364e+05
58.6,2.162e+03,4.685e+04,1.041e+05,1.532e+05
60.2,2.763e+03,4.689e+04,1.329e+05,1.826e+05
61.7,3.602e+03,4.705e+04,1.691e+05,2.198e+05
63.3,4.742e+03,4.617e+04,2.105e+05,2.614e+05
64.8,6.137e+03,4.464e+04,2.589e+05,3.097e+05
66.4,7.443e+03,4.173e+04,3.128e+05,3.620e+05
67.9,1.023e+04,3.929e+04,3.958e+05,4.453e+05
69.4,1.593e+04,5.032e+04,5.773e+05,6.435e+05
71.0,2.316e+04,1.210e+05,7.617e+05,9.059e+05
72.5,2.534e+04,2.475e+05,7.762e+05,1.049e+06
74.1,2.322e+04,3.548e+05,7.262e+05,1.104e+06
75.6,2.058e+04,4.817e+05,7.213e+05,1.224e+06
77.2,2.012e+04,6.295e+05,7.454e+05,1.395e+06
78.7,2.007e+04,7.124e+05,7.331e+05,1.466e+06
80.3,2.059e+04,7.087e+05,7.023e+05,1.432e+06
81.8,2.239e+04,6.576e+05,6.554e+05,1.335e+06
83.3,2.505e+04,6.165e+05,6.137e+05,1.255e+06
84.9,2.729e+04,6.005e+05,5.825e+05,1.210e+06
86.4,2.848e+04,5.700e+05,5.343e+05,1.133e+06
88.0,2.917e+04,5.227e+05,4.845e+05,1.036e+06
89.5,2.937e+04,4.659e+05,4.379e+05,9.332e+05
91.1,2.965e+04,4.117e+05,3.964e+05,8.378e+05
92.6,3.158e+04,3.651e+05,3.669e+05,7.636e+05
94.1,3.515e+04,3.220e+05,3.382e+05,6.953e+05
95.7,3.857e+04,2.722e+05,3.012e+05,6.120e+05
97.2,4.064e+04,2.231e+05,2.657e+05,5.295e+05
98.8,4.460e+04,1.926e+05,2.459e+05,4.832e+05
100.3,5.288e+04,1.776e+05,2.381e+05,4.686e+05
101.9,6.141e+04,1.645e+05,2.287e+05,4.546e+05
103.4,6.044e+04,1.433e+05,2.057e+05,4.094e+05
104.9,4.610e+04,1.241e+05,1.854e+05,3.556e+05
106.5,5.228e+04,1.559e+05,2.553e+05,4.634e+05
108.0,8.926e+04,1.980e+05,3.537e+05,6.409e+05
109.6,1.071e+05,1.913e+05,3.647e+05,6.631e+05
111.1,1.161e+05,1.698e+05,3.469e+05,6.329e+05
112.7,1.236e+05,1.486e+05,3.273e+05,5.995e+05
114.2,1.300e+05,1.292e+05,3.067e+05,5.659e+05
115.7,1.355e+05,1.111e+05,2.901e+05,5.368e+05
117.3,1.383e+05,9.441e+04,2.793e+05,5.120e+05
118.8,1.343e+05,8.119e+04,2.685e+05,4.840e+05
120.4,1.239e+05,7.073e+04,2.601e+05,4.548e+05
121.9,1.082e+05,6.237e+04,2.552e+05,4.258e+05
123.5,9.224e+04,5.636e+04,2.511e+05,3.997e+05
125.0,7.909e+04,5.225e+04,2.467e+05,3.781e+05
126.6,6.811e+04,4.795e+04,2.403e+05,3.564e+05
128.1,6.104e+04,4.248e+04,2.318e+05,3.353e+05
129.6,6.145e+04,3.485e+04,2.130e+05,3.093e+05
131.2,6.963e+04,2.991e+04,1.928e+05,2.923e+05
132.7,5.406e+04,2.097e+04,1.263e+05,2.013e+05
134.3,9.623e+03,4.764e+03,2.082e+04,3.521e+04
135.8,1.493e+03,2.004e+03,2.584e+03,6.080e+03
137.4,1.700e+03,2.139e+03,2.151e+03,5.989e+03
138.9,2.104e+03,2.105e+03,1.949e+03,6.157e+03
140.4,2.803e+03,1.896e+03,1.910e+03,6.609e+03
142.0,3.407e+03,1.713e+03,1.902e+03,7.021e+03
143.5,3.797e+03,1.581e+03,1.918e+03,7.296e+03
145.1,4.569e+03,1.543e+03,1.930e+03,8.041e+03
146.6,6.367e+03,1.569e+03,2.083e+03,1.002e+04
148.2,8.469e+03,1.644e+03,2.472e+03,1.259e+04
149.7,9.644e+03,1.745e+03,2.997e+03,1.439e+04
151.2,9.395e+03,1.821e+03,2.977e+03,1.419e+04
152.8,6.773e+03,1.758e+03,2.509e+03,1.104e+04
154.3,5.497e+03,1.621e+03,2.246e+03,9.364e+03
155.9,4.654e+03,1.497e+03,2.052e+03,8.203e+03
157.4,3.828e+03,1.347e+03,1.966e+03,7.141e+03
159.0,3.411e+03,1.210e+03,1.883e+03,6.505e+03
160.5,2.898e+03,1.127e+03,1.769e+03,5.794e+03
162.0,2.555e+03,1.050e+03,1.604e+03,5.209e+03
163.6,2.269e+03,1.019e+03,1.423e+03,4.711e+03
165.1,1.661e+03,8.560e+02,1.245e+03,3.763e+03
166.7,1.472e+03,6.808e+02,1.299e+03,3.452e+03
168.2,2.046e+03,7.283e+02,1.416e+03,4.190e+03
169.8,2.411e+03,8.174e+02,1.536e+03,4.765e+03
171.3,2.765e+03,1.103e+03,2.025e+03,5.894e+03
172.9,2.835e+03,1.489e+03,2.459e+03,6.782e+03
174.4,2.423e+03,1.609e+03,2.215e+03,6.247e+03
175.9,2.066e+03,1.583e+03,2.021e+03,5.670e+03
177.5,1.832e+03,1.556e+03,1.854e+03,5.243e+03
179.0,1.751e+03,1.462e+03,1.701e+03,4.914e+03
180.6,1.520e+03,1.390e+03,1.589e+03,4.499e+03
182.1,1.260e+03,1.384e+03,1.501e+03,4.144e+03
183.7,1.068e+03,1.291e+03,1.400e+03,3.759e+03
185.2,8.327e+02,1.151e+03,1.293e+03,3.276e+03
186.7,7.153e+02,1.048e+03,1.235e+03,2.998e+03
188.3,7.010e+02,9.425e+02,1.166e+03,2.810e+03
189.8,7.429e+02,8.403e+02,1.162e+03,2.745e+03
191.4,7.926e+02,7.414e+02,1.180e+03,2.714e+03
192.9,8.585e+02,6.509e+02,1.198e+03,2.708e+03
194.5,9.522e+02,5.867e+02,1.267e+03,2.806e+03
196.0,1.096e+03,5.595e+02,1.378e+03,3.034e+03
197.5,1.216e+03,6.122e+02,1.563e+03,3.391e+03
199.1,1.267e+03,7.324e+02,1.837e+03,3.837e+03
